case_id,packet_index,seed,error_mode,burst_length,detected_checksum,detected_crc10,detected_crc16,detected_crc32,time_checksum,time_crc10,time_crc16,time_crc32,detected_by,failed_by
27,10,8142053,burst,35,1,1,1,1,312,301,168,1366,"checksum,crc10,crc16,crc32",
28,0,8142054,burst,36,1,1,1,1,1950,3724,7282,6476,"checksum,crc10,crc16,crc32",
28,1,8142054,burst,36,1,1,1,1,1575,1658,2025,760,"checksum,crc10,crc16,crc32",
28,2,8142054,burst,36,1,1,1,1,285,259,368,245,"checksum,crc10,crc16,crc32",
28,3,8142054,burst,36,1,1,1,1,1344,2363,1883,1747,"checksum,crc10,crc16,crc32",
28,4,8142054,burst,36,1,1,1,1,559,1887,821,1276,"checksum,crc10,crc16,crc32",
28,5,8142054,burst,36,1,1,1,1,293,283,277,255,"checksum,crc10,crc16,crc32",
28,6,8142054,burst,36,1,1,1,1,218,217,219,164,"checksum,crc10,crc16,crc32",
28,7,8142054,burst,36,1,1,1,1,218,209,1640,146,"checksum,crc10,crc16,crc32",
28,8,8142054,burst,36,1,1,1,1,206,235,386,350,"checksum,crc10,crc16,crc32",
28,9,8142054,burst,36,1,1,1,1,207,211,361,192,"checksum,crc10,crc16,crc32",
28,10,8142054,burst,36,1,1,1,1,559,2020,1402,1602,"checksum,crc10,crc16,crc32",
29,0,8142055,burst,37,1,1,1,1,797,804,660,862,"checksum,crc10,crc16,crc32",
29,1,8142055,burst,37,1,1,1,1,2525,3738,3229,5350,"checksum,crc10,crc16,crc32",
29,2,8142055,burst,37,1,1,1,1,791,1946,874,2051,"checksum,crc10,crc16,crc32",
29,3,8142055,burst,37,1,1,1,1,492,414,463,459,"checksum,crc10,crc16,crc32",
29,4,8142055,burst,37,1,1,1,1,373,236,306,288,"checksum,crc10,crc16,crc32",
29,5,8142055,burst,37,1,1,1,1,367,352,250,1626,"checksum,crc10,crc16,crc32",
29,6,8142055,burst,37,1,1,1,1,486,1903,732,4478,"checksum,crc10,crc16,crc32",
29,7,8142055,burst,37,1,1,1,1,475,3553,670,1762,"checksum,crc10,crc16,crc32",
29,8,8142055,burst,37,1,1,1,1,317,374,452,547,"checksum,crc10,crc16,crc32",
29,9,8142055,burst,37,1,1,1,1,427,289,274,193,"checksum,crc10,crc16,crc32",
29,10,8142055,burst,37,1,1,1,1,373,226,263,116,"checksum,crc10,crc16,crc32",
31,0,8142057,single_bit,0,1,1,1,1,2245,2262,2087,3090,"checksum,crc10,crc16,crc32",
31,1,8142057,single_bit,0,1,1,1,1,2590,1983,3621,1791,"checksum,crc10,crc16,crc32",
31,2,8142057,single_bit,0,1,1,1,1,821,1450,3107,1163,"checksum,crc10,crc16,crc32",
31,3,8142057,single_bit,0,1,1,1,1,584,1254,3079,1271,"checksum,crc10,crc16,crc32",
31,4,8142057,single_bit,0,1,1,1,1,552,1320,3569,1260,"checksum,crc10,crc16,crc32",
31,5,8142057,single_bit,0,1,1,1,1,2490,1303,835,1158,"checksum,crc10,crc16,crc32",
31,6,8142057,single_bit,0,1,1,1,1,382,257,448,292,"checksum,crc10,crc16,crc32",
31,7,8142057,single_bit,0,1,1,1,1,391,1273,786,1175,"checksum,crc10,crc16,crc32",
31,8,8142057,single_bit,0,1,1,1,1,226,1290,785,1194,"checksum,crc10,crc16,crc32",
31,9,8142057,single_bit,0,1,1,1,1,211,196,371,216,"checksum,crc10,crc16,crc32",
31,10,8142057,single_bit,0,1,1,1,1,277,1283,764,1197,"checksum,crc10,crc16,crc32",
32,0,8142058,single_bit,0,1,1,1,1,2197,4453,1748,2794,"checksum,crc10,crc16,crc32",
32,1,8142058,single_bit,0,1,1,1,1,1977,1815,519,599,"checksum,crc10,crc16,crc32",
32,2,8142058,single_bit,0,1,1,1,1,3007,4685,717,1772,"checksum,crc10,crc16,crc32",
32,3,8142058,single_bit,0,1,1,1,1,822,2095,511,1317,"checksum,crc10,crc16,crc32",
32,4,8142058,single_bit,0,1,1,1,1,802,1403,489,1297,"checksum,crc10,crc16,crc32",
32,5,8142058,single_bit,0,1,1,1,1,3012,1357,392,1308,"checksum,crc10,crc16,crc32",
32,6,8142058,single_bit,0,1,1,1,1,814,1314,435,1297,"checksum,crc10,crc16,crc32",
32,7,8142058,single_bit,0,1,1,1,1,258,1359,390,1287,"checksum,crc10,crc16,crc32",
32,8,8142058,single_bit,0,1,1,1,1,235,1333,464,1547,"checksum,crc10,crc16,crc32",
32,9,8142058,single_bit,0,1,1,1,1,223,1326,469,1333,"checksum,crc10,crc16,crc32",
32,10,8142058,single_bit,0,1,1,1,1,219,1322,427,1333,"checksum,crc10,crc16,crc32",
33,0,8142059,burst,41,1,1,1,1,1840,4483,2684,7154,"checksum,crc10,crc16,crc32",
33,1,8142059,burst,41,1,1,1,1,2271,808,743,1843,"checksum,crc10,crc16,crc32",
33,2,8142059,burst,41,1,1,1,1,1361,2230,1040,3211,"checksum,crc10,crc16,crc32",
33,3,8142059,burst,41,1,1,1,1,456,264,226,385,"checksum,crc10,crc16,crc32",
33,4,8142059,burst,41,1,1,1,1,1918,206,202,410,"checksum,crc10,crc16,crc32",
33,5,8142059,burst,41,1,1,1,1,1818,161,253,477,"checksum,crc10,crc16,crc32",
33,6,8142059,burst,41,1,1,1,1,293,161,191,317,"checksum,crc10,crc16,crc32",
33,7,8142059,burst,41,1,1,1,1,197,161,144,1769,"checksum,crc10,crc16,crc32",
33,8,8142059,burst,41,1,1,1,1,254,181,215,529,"checksum,crc10,crc16,crc32",
33,9,8142059,burst,41,1,1,1,1,185,227,200,398,"checksum,crc10,crc16,crc32",
33,10,8142059,burst,41,1,1,1,1,152,194,148,1698,"checksum,crc10,crc16,crc32",
34,0,8142060,burst,42,1,1,1,1,2830,2914,3331,6852,"checksum,crc10,crc16,crc32",
34,1,8142060,burst,42,1,1,1,1,1654,774,2015,1787,"checksum,crc10,crc16,crc32",
34,2,8142060,burst,42,1,1,1,1,2544,226,334,353,"checksum,crc10,crc16,crc32",
34,3,8142060,burst,42,1,1,1,1,478,217,415,281,"checksum,crc10,crc16,crc32",
34,4,8142060,burst,42,1,1,1,1,1336,2160,1551,4065,"checksum,crc10,crc16,crc32",
34,5,8142060,burst,42,1,1,1,1,385,1953,928,1848,"checksum,crc10,crc16,crc32",
34,6,8142060,burst,42,1,1,1,1,310,223,314,233,"checksum,crc10,crc16,crc32",
34,7,8142060,burst,42,1,1,1,1,237,225,265,251,"checksum,crc10,crc16,crc32",
34,8,8142060,burst,42,1,1,1,1,227,216,234,256,"checksum,crc10,crc16,crc32",
34,9,8142060,burst,42,1,1,1,1,234,237,261,233,"checksum,crc10,crc16,crc32",
34,10,8142060,burst,42,1,1,1,1,212,202,318,2145,"checksum,crc10,crc16,crc32",
35,0,8142061,burst,43,1,1,1,1,775,671,560,549,"checksum,crc10,crc16,crc32",
35,1,8142061,burst,43,1,1,1,1,676,715,579,1137,"checksum,crc10,crc16,crc32",
35,2,8142061,burst,43,1,1,1,1,302,178,196,219,"checksum,crc10,crc16,crc32",
35,3,8142061,burst,43,1,1,1,1,232,183,152,167,"checksum,crc10,crc16,crc32",
35,4,8142061,burst,43,1,1,1,1,1059,2520,1102,4273,"checksum,crc10,crc16,crc32",
35,5,8142061,burst,43,1,1,1,1,462,1987,508,2738,"checksum,crc10,crc16,crc32",
35,6,8142061,burst,43,1,1,1,1,266,213,209,213,"checksum,crc10,crc16,crc32",
35,7,8142061,burst,43,1,1,1,1,495,1940,501,1686,"checksum,crc10,crc16,crc32",
35,8,8142061,burst,43,1,1,1,1,288,276,241,234,"checksum,crc10,crc16,crc32",
35,9,8142061,burst,43,1,1,1,1,359,1943,436,1809,"checksum,crc10,crc16,crc32",
35,10,8142061,burst,43,1,1,1,1,482,1943,462,2429,"checksum,crc10,crc16,crc32",
36,0,8142062,burst,44,1,1,1,1,564,536,636,859,"checksum,crc10,crc16,crc32",
36,1,8142062,burst,44,1,1,1,1,528,502,532,2087,"checksum,crc10,crc16,crc32",
36,2,8142062,burst,44,1,1,1,1,239,236,220,1786,"checksum,crc10,crc16,crc32",
36,3,8142062,burst,44,1,1,1,1,161,123,145,439,"checksum,crc10,crc16,crc32",
36,4,8142062,burst,44,1,1,1,1,216,193,185,428,"checksum,crc10,crc16,crc32",
36,5,8142062,burst,44,1,1,1,1,675,1708,1029,3832,"checksum,crc10,crc16,crc32",
36,6,8142062,burst,44,1,1,1,1,188,194,166,1732,"checksum,crc10,crc16,crc32",
36,7,8142062,burst,44,1,1,1,1,322,1337,498,4553,"checksum,crc10,crc16,crc32",
36,8,8142062,burst,44,1,1,1,1,240,1417,439,2534,"checksum,crc10,crc16,crc32",
36,9,8142062,burst,44,1,1,1,1,154,183,168,364,"checksum,crc10,crc16,crc32",
36,10,8142062,burst,44,1,1,1,1,164,208,172,211,"checksum,crc10,crc16,crc32",
37,0,8142063,burst,8,1,1,1,1,415,533,1988,583,"checksum,crc10,crc16,crc32",
37,1,8142063,burst,8,1,1,1,1,479,595,499,2353,"checksum,crc10,crc16,crc32",
37,2,8142063,burst,8,1,1,1,1,762,1682,1154,4826,"checksum,crc10,crc16,crc32",
37,3,8142063,burst,8,1,1,1,1,175,159,161,569,"checksum,crc10,crc16,crc32",
37,4,8142063,burst,8,1,1,1,1,390,1395,553,1474,"checksum,crc10,crc16,crc32",
37,5,8142063,burst,8,1,1,1,1,235,1319,485,1145,"checksum,crc10,crc16,crc32",
37,6,8142063,burst,8,1,1,1,1,158,191,151,180,"checksum,crc10,crc16,crc32",
37,7,8142063,burst,8,0,1,1,1,269,1383,483,1218,"crc10,crc16,crc32",checksum
37,8,8142063,burst,8,1,1,1,1,293,1290,541,1243,"checksum,crc10,crc16,crc32",
37,9,8142063,burst,8,1,1,1,1,285,1290,424,1166,"checksum,crc10,crc16,crc32",
37,10,8142063,burst,8,1,1,1,1,277,1256,442,1182,"checksum,crc10,crc16,crc32",
38,0,8142064,burst,9,1,1,1,1,1291,2405,4008,3249,"checksum,crc10,crc16,crc32",
38,1,8142064,burst,9,1,1,1,1,2344,1895,3207,2175,"checksum,crc10,crc16,crc32",
38,2,8142064,burst,9,1,1,1,1,461,335,593,538,"checksum,crc10,crc16,crc32",
38,3,8142064,burst,9,1,1,1,1,1892,3325,1181,1594,"checksum,crc10,crc16,crc32",
38,4,8142064,burst,9,1,1,1,1,776,1385,1263,1460,"checksum,crc10,crc16,crc32",
38,5,8142064,burst,9,1,1,1,1,2126,1474,984,1236,"checksum,crc10,crc16,crc32",
38,6,8142064,burst,9,1,1,1,1,2098,1484,906,1148,"checksum,crc10,crc16,crc32",
38,7,8142064,burst,9,1,1,1,1,1896,224,409,233,"checksum,crc10,crc16,crc32",
38,8,8142064,burst,9,1,1,1,1,918,1475,979,1188,"checksum,crc10,crc16,crc32",
38,9,8142064,burst,9,1,1,1,1,309,158,343,146,"checksum,crc10,crc16,crc32",
38,10,8142064,burst,9,1,1,1,1,454,1388,3339,1171,"checksum,crc10,crc16,crc32",
39,0,8142065,burst,10,1,1,1,1,1766,2334,4307,4552,"checksum,crc10,crc16,crc32",
39,1,8142065,burst,10,1,1,1,1,2917,1971,3499,2872,"checksum,crc10,crc16,crc32",
39,2,8142065,burst,10,1,1,1,1,1209,2558,1187,2047,"checksum,crc10,crc16,crc32",
39,3,8142065,burst,10,1,1,1,1,341,299,362,308,"checksum,crc10,crc16,crc32",
39,4,8142065,burst,10,1,1,1,1,411,1292,572,1620,"checksum,crc10,crc16,crc32",
39,5,8142065,burst,10,1,1,1,1,326,1274,514,1609,"checksum,crc10,crc16,crc32",
39,6,8142065,burst,10,1,1,1,1,269,202,311,243,"checksum,crc10,crc16,crc32",
39,7,8142065,burst,10,1,1,1,1,170,139,163,192,"checksum,crc10,crc16,crc32",
39,8,8142065,burst,10,0,1,1,1,275,1275,474,1682,"crc10,crc16,crc32",checksum
39,9,8142065,burst,10,1,1,1,1,298,1363,1031,1582,"checksum,crc10,crc16,crc32",
39,10,8142065,burst,10,1,1,1,1,842,1193,568,1585,"checksum,crc10,crc16,crc32",
41,0,8142067,single_bit,0,1,1,1,1,1268,3343,1649,4813,"checksum,crc10,crc16,crc32",
41,1,8142067,single_bit,0,1,1,1,1,2385,3366,1178,6008,"checksum,crc10,crc16,crc32",
41,2,8142067,single_bit,0,1,1,1,1,716,1531,559,1863,"checksum,crc10,crc16,crc32",
41,3,8142067,single_bit,0,1,1,1,1,517,1325,538,1882,"checksum,crc10,crc16,crc32",
41,4,8142067,single_bit,0,1,1,1,1,510,1301,459,3756,"checksum,crc10,crc16,crc32",
41,5,8142067,single_bit,0,0,0,0,1,380,1269,541,1929,crc32,"checksum,crc10,crc16"
41,6,8142067,single_bit,0,1,1,1,1,2279,1310,574,1714,"checksum,crc10,crc16,crc32",
41,7,8142067,single_bit,0,1,1,1,1,2156,1268,519,1594,"checksum,crc10,crc16,crc32",
41,8,8142067,single_bit,0,1,1,1,1,2107,1327,533,1739,"checksum,crc10,crc16,crc32",
41,9,8142067,single_bit,0,1,1,1,1,693,1264,522,1597,"checksum,crc10,crc16,crc32",
41,10,8142067,single_bit,0,1,1,1,1,631,1268,657,1632,"checksum,crc10,crc16,crc32",
42,0,8142068,single_bit,0,1,1,1,1,4116,2206,2754,3553,"checksum,crc10,crc16,crc32",
42,1,8142068,single_bit,0,1,1,1,1,2828,1802,1541,2498,"checksum,crc10,crc16,crc32",
42,2,8142068,single_bit,0,1,1,1,1,1111,1345,638,1925,"checksum,crc10,crc16,crc32",
42,3,8142068,single_bit,0,1,1,1,1,551,1336,571,1733,"checksum,crc10,crc16,crc32",
42,4,8142068,single_bit,0,1,1,1,1,530,1251,635,1723,"checksum,crc10,crc16,crc32",
42,5,8142068,single_bit,0,1,1,1,1,542,1210,647,1626,"checksum,crc10,crc16,crc32",
42,6,8142068,single_bit,0,1,1,1,1,509,1205,637,1637,"checksum,crc10,crc16,crc32",
42,7,8142068,single_bit,0,1,1,1,1,500,1207,540,1685,"checksum,crc10,crc16,crc32",
42,8,8142068,single_bit,0,1,1,1,1,496,1254,545,1770,"checksum,crc10,crc16,crc32",
42,9,8142068,single_bit,0,1,1,1,1,497,1310,546,1741,"checksum,crc10,crc16,crc32",
42,10,8142068,single_bit,0,1,1,1,1,537,1245,563,2471,"checksum,crc10,crc16,crc32",
43,0,8142069,burst,14,1,1,1,1,1360,2102,3076,4568,"checksum,crc10,crc16,crc32",
43,1,8142069,burst,14,1,1,1,1,663,492,1519,1502,"checksum,crc10,crc16,crc32",
43,2,8142069,burst,14,1,1,1,1,629,1639,1265,2405,"checksum,crc10,crc16,crc32",
43,3,8142069,burst,14,1,1,1,1,188,171,324,314,"checksum,crc10,crc16,crc32",
43,4,8142069,burst,14,1,1,1,1,259,1423,829,1758,"checksum,crc10,crc16,crc32",
43,5,8142069,burst,14,1,1,1,1,164,172,1398,251,"checksum,crc10,crc16,crc32",
43,6,8142069,burst,14,1,1,1,1,245,1276,1188,3157,"checksum,crc10,crc16,crc32",
43,7,8142069,burst,14,0,1,1,1,237,1272,3012,3180,"crc10,crc16,crc32",checksum
43,8,8142069,burst,14,1,1,1,1,328,1320,606,3896,"checksum,crc10,crc16,crc32",
43,9,8142069,burst,14,1,1,1,1,217,1282,500,1395,"checksum,crc10,crc16,crc32",
43,10,8142069,burst,14,1,1,1,1,168,165,375,366,"checksum,crc10,crc16,crc32",
44,0,8142070,burst,15,1,1,1,1,3267,1971,5205,4747,"checksum,crc10,crc16,crc32",
44,1,8142070,burst,15,1,1,1,1,961,1812,2832,3371,"checksum,crc10,crc16,crc32",
44,2,8142070,burst,15,1,1,1,1,645,1405,3168,1567,"checksum,crc10,crc16,crc32",
44,3,8142070,burst,15,1,1,1,1,355,1315,609,1393,"checksum,crc10,crc16,crc32",
44,4,8142070,burst,15,1,1,1,1,243,1264,430,1406,"checksum,crc10,crc16,crc32",
44,5,8142070,burst,15,1,1,1,1,317,319,404,408,"checksum,crc10,crc16,crc32",
44,6,8142070,burst,15,1,1,1,1,261,1280,477,1394,"checksum,crc10,crc16,crc32",
44,7,8142070,burst,15,1,1,1,1,240,1269,468,1379,"checksum,crc10,crc16,crc32",
44,8,8142070,burst,15,1,1,1,1,173,148,189,313,"checksum,crc10,crc16,crc32",
44,9,8142070,burst,15,1,1,1,1,272,1425,510,1655,"checksum,crc10,crc16,crc32",
44,10,8142070,burst,15,1,1,1,1,251,342,180,217,"checksum,crc10,crc16,crc32",
45,0,8142071,burst,16,1,1,1,1,680,685,709,713,"checksum,crc10,crc16,crc32",
45,1,8142071,burst,16,1,1,1,1,1479,4612,2779,5025,"checksum,crc10,crc16,crc32",
45,2,8142071,burst,16,1,1,1,1,484,2357,2750,1981,"checksum,crc10,crc16,crc32",
45,3,8142071,burst,16,1,1,1,1,286,492,550,425,"checksum,crc10,crc16,crc32",
45,4,8142071,burst,16,1,1,1,1,314,2215,2984,1664,"checksum,crc10,crc16,crc32",
45,5,8142071,burst,16,1,1,1,1,165,415,584,828,"checksum,crc10,crc16,crc32",
45,6,8142071,burst,16,1,1,1,1,241,4358,734,1922,"checksum,crc10,crc16,crc32",
45,7,8142071,burst,16,1,1,1,1,161,1659,186,288,"checksum,crc10,crc16,crc32",
45,8,8142071,burst,16,1,1,1,1,170,462,355,151,"checksum,crc10,crc16,crc32",
45,9,8142071,burst,16,1,1,1,1,274,2715,667,1224,"checksum,crc10,crc16,crc32",
45,10,8142071,burst,16,1,1,1,1,129,439,238,141,"checksum,crc10,crc16,crc32",
46,0,8142072,burst,17,1,1,1,1,797,520,690,590,"checksum,crc10,crc16,crc32",
46,1,8142072,burst,17,1,1,1,1,550,1862,595,1674,"checksum,crc10,crc16,crc32",
46,2,8142072,burst,17,1,1,1,1,795,4336,1690,3680,"checksum,crc10,crc16,crc32",
46,3,8142072,burst,17,1,1,1,1,282,2662,603,1811,"checksum,crc10,crc16,crc32",
46,4,8142072,burst,17,1,1,1,1,173,1583,320,354,"checksum,crc10,crc16,crc32",
46,5,8142072,burst,17,1,1,1,1,282,2682,421,1689,"checksum,crc10,crc16,crc32",
46,6,8142072,burst,17,1,1,1,1,216,3726,509,1650,"checksum,crc10,crc16,crc32",
46,7,8142072,burst,17,1,1,1,1,142,1481,167,364,"checksum,crc10,crc16,crc32",
46,8,8142072,burst,17,1,1,1,1,208,1448,200,399,"checksum,crc10,crc16,crc32",
46,9,8142072,burst,17,1,1,1,1,142,498,159,373,"checksum,crc10,crc16,crc32",
46,10,8142072,burst,17,1,1,1,1,165,403,137,341,"checksum,crc10,crc16,crc32",
47,0,8142073,burst,18,1,1,1,1,1016,1179,707,517,"checksum,crc10,crc16,crc32",
47,1,8142073,burst,18,1,1,1,1,3646,4687,1174,2371,"checksum,crc10,crc16,crc32",
47,2,8142073,burst,18,1,1,1,1,1185,2377,448,1229,"checksum,crc10,crc16,crc32",
47,3,8142073,burst,18,1,1,1,1,531,2120,388,1177,"checksum,crc10,crc16,crc32",
47,4,8142073,burst,18,1,1,1,1,547,2062,393,1158,"checksum,crc10,crc16,crc32",
47,5,8142073,burst,18,1,1,1,1,523,424,282,293,"checksum,crc10,crc16,crc32",
47,6,8142073,burst,18,1,1,1,1,560,2068,406,1186,"checksum,crc10,crc16,crc32",
47,7,8142073,burst,18,1,1,1,1,586,2067,396,1290,"checksum,crc10,crc16,crc32",
47,8,8142073,burst,18,1,1,1,1,3409,1956,387,1538,"checksum,crc10,crc16,crc32",
47,9,8142073,burst,18,1,1,1,1,2226,388,2723,280,"checksum,crc10,crc16,crc32",
47,10,8142073,burst,18,1,1,1,1,3718,3937,1622,1540,"checksum,crc10,crc16,crc32",
48,0,8142074,burst,19,1,1,1,1,1235,3151,5338,3288,"checksum,crc10,crc16,crc32",
48,1,8142074,burst,19,1,1,1,1,916,75222,3253,1884,"checksum,crc10,crc16,crc32",
48,2,8142074,burst,19,1,1,1,1,411,1806,1078,1262,"checksum,crc10,crc16,crc32",
48,3,8142074,burst,19,1,1,1,1,248,1378,861,1182,"checksum,crc10,crc16,crc32",
48,4,8142074,burst,19,1,1,1,1,335,318,574,387,"checksum,crc10,crc16,crc32",
48,5,8142074,burst,19,1,1,1,1,233,1301,1094,1214,"checksum,crc10,crc16,crc32",
48,6,8142074,burst,19,1,1,1,1,206,145,1902,155,"checksum,crc10,crc16,crc32",
48,7,8142074,burst,19,1,1,1,1,181,145,507,133,"checksum,crc10,crc16,crc32",
48,8,8142074,burst,19,1,1,1,1,304,1266,979,1262,"checksum,crc10,crc16,crc32",
48,9,8142074,burst,19,1,1,1,1,273,1288,468,1201,"checksum,crc10,crc16,crc32",
48,10,8142074,burst,19,1,1,1,1,283,1260,391,1206,"checksum,crc10,crc16,crc32",
49,0,8142075,burst,20,1,1,1,1,1738,3214,2748,2818,"checksum,crc10,crc16,crc32",
49,1,8142075,burst,20,1,1,1,1,1062,1753,3854,2005,"checksum,crc10,crc16,crc32",
49,2,8142075,burst,20,1,1,1,1,412,1294,1122,1405,"checksum,crc10,crc16,crc32",
49,3,8142075,burst,20,1,1,1,1,332,311,540,357,"checksum,crc10,crc16,crc32",
49,4,8142075,burst,20,1,1,1,1,172,164,355,223,"checksum,crc10,crc16,crc32",
49,5,8142075,burst,20,1,1,1,1,345,1295,876,1545,"checksum,crc10,crc16,crc32",
49,6,8142075,burst,20,1,1,1,1,166,156,297,167,"checksum,crc10,crc16,crc32",
49,7,8142075,burst,20,1,1,1,1,190,164,255,178,"checksum,crc10,crc16,crc32",
49,8,8142075,burst,20,1,1,1,1,233,189,336,177,"checksum,crc10,crc16,crc32",
49,9,8142075,burst,20,1,1,1,1,327,1278,1191,1507,"checksum,crc10,crc16,crc32",
49,10,8142075,burst,20,1,1,1,1,362,1394,2883,1520,"checksum,crc10,crc16,crc32",
51,0,8142077,single_bit,0,1,1,1,1,1829,2794,2812,2789,"checksum,crc10,crc16,crc32",
51,1,8142077,single_bit,0,1,1,1,1,2534,2148,4299,2232,"checksum,crc10,crc16,crc32",
51,2,8142077,single_bit,0,1,1,1,1,2486,1589,3116,1695,"checksum,crc10,crc16,crc32",
51,3,8142077,single_bit,0,1,1,1,1,758,1407,1107,1289,"checksum,crc10,crc16,crc32",
51,4,8142077,single_bit,0,1,1,1,1,256,1578,1004,1424,"checksum,crc10,crc16,crc32",
51,5,8142077,single_bit,0,1,1,1,1,239,1429,954,1304,"checksum,crc10,crc16,crc32",
51,6,8142077,single_bit,0,1,1,1,1,239,34064,1308,1212,"checksum,crc10,crc16,crc32",
51,7,8142077,single_bit,0,1,1,1,1,272,1814,892,1216,"checksum,crc10,crc16,crc32",
51,8,8142077,single_bit,0,1,1,1,1,215,1602,896,1274,"checksum,crc10,crc16,crc32",
51,9,8142077,single_bit,0,1,1,1,1,282,329,433,333,"checksum,crc10,crc16,crc32",
51,10,8142077,single_bit,0,1,1,1,1,244,1445,990,1312,"checksum,crc10,crc16,crc32",
52,0,8142078,single_bit,0,1,1,1,1,1446,2543,6281,4347,"checksum,crc10,crc16,crc32",
52,1,8142078,single_bit,0,1,1,1,1,2045,1834,4236,2347,"checksum,crc10,crc16,crc32",
52,2,8142078,single_bit,0,1,1,1,1,675,1409,3573,1566,"checksum,crc10,crc16,crc32",
52,3,8142078,single_bit,0,1,1,1,1,629,1390,1097,1545,"checksum,crc10,crc16,crc32",
52,4,8142078,single_bit,0,1,1,1,1,440,1308,1934,1515,"checksum,crc10,crc16,crc32",
52,5,8142078,single_bit,0,1,1,1,1,515,1312,3220,1574,"checksum,crc10,crc16,crc32",
52,6,8142078,single_bit,0,1,1,1,1,754,1264,3240,1542,"checksum,crc10,crc16,crc32",
52,7,8142078,single_bit,0,1,1,1,1,599,1262,1064,1698,"checksum,crc10,crc16,crc32",
52,8,8142078,single_bit,0,1,1,1,1,1964,1286,1063,1607,"checksum,crc10,crc16,crc32",
52,9,8142078,single_bit,0,1,1,1,1,2131,1294,903,1555,"checksum,crc10,crc16,crc32",
52,10,8142078,single_bit,0,1,1,1,1,749,1309,944,1636,"checksum,crc10,crc16,crc32",
53,0,8142079,burst,24,1,1,1,1,2553,2277,2329,2744,"checksum,crc10,crc16,crc32",
53,1,8142079,burst,24,1,1,1,1,839,1846,3171,1702,"checksum,crc10,crc16,crc32",
53,2,8142079,burst,24,1,1,1,1,365,321,614,365,"checksum,crc10,crc16,crc32",
53,3,8142079,burst,24,1,1,1,1,389,1411,836,1164,"checksum,crc10,crc16,crc32",
53,4,8142079,burst,24,1,1,1,1,213,1342,715,1222,"checksum,crc10,crc16,crc32",
53,5,8142079,burst,24,1,1,1,1,213,1289,809,1168,"checksum,crc10,crc16,crc32",
53,6,8142079,burst,24,1,1,1,1,198,172,343,190,"checksum,crc10,crc16,crc32",
53,7,8142079,burst,24,1,1,1,1,184,168,1859,183,"checksum,crc10,crc16,crc32",
53,8,8142079,burst,24,1,1,1,1,217,1294,1299,1244,"checksum,crc10,crc16,crc32",
53,9,8142079,burst,24,1,1,1,1,244,1284,903,1151,"checksum,crc10,crc16,crc32",
53,10,8142079,burst,24,1,1,1,1,317,1260,890,1168,"checksum,crc10,crc16,crc32",
54,0,8142080,burst,25,1,1,1,1,1667,1895,2213,2745,"checksum,crc10,crc16,crc32",
54,1,8142080,burst,25,1,1,1,1,2658,2000,1016,1873,"checksum,crc10,crc16,crc32",
54,2,8142080,burst,25,1,1,1,1,575,277,369,364,"checksum,crc10,crc16,crc32",
54,3,8142080,burst,25,1,1,1,1,197,182,179,180,"checksum,crc10,crc16,crc32",
54,4,8142080,burst,25,1,1,1,1,202,113,147,167,"checksum,crc10,crc16,crc32",
54,5,8142080,burst,25,1,1,1,1,168,119,132,152,"checksum,crc10,crc16,crc32",
54,6,8142080,burst,25,1,1,1,1,166,134,119,134,"checksum,crc10,crc16,crc32",
54,7,8142080,burst,25,1,1,1,1,679,1448,463,1221,"checksum,crc10,crc16,crc32",
54,8,8142080,burst,25,1,1,1,1,272,1302,407,1228,"checksum,crc10,crc16,crc32",
54,9,8142080,burst,25,1,1,1,1,253,1363,433,1275,"checksum,crc10,crc16,crc32",
54,10,8142080,burst,25,1,1,1,1,168,182,152,174,"checksum,crc10,crc16,crc32",
55,0,8142081,burst,26,1,1,1,1,3620,3430,4311,5162,"checksum,crc10,crc16,crc32",
55,1,8142081,burst,26,1,1,1,1,3043,4883,3147,4654,"checksum,crc10,crc16,crc32",
55,2,8142081,burst,26,1,1,1,1,1918,526,1758,906,"checksum,crc10,crc16,crc32",
55,3,8142081,burst,26,1,1,1,1,2823,2070,1569,2040,"checksum,crc10,crc16,crc32",
55,4,8142081,burst,26,1,1,1,1,989,2520,1561,1313,"checksum,crc10,crc16,crc32",
55,5,8142081,burst,26,1,1,1,1,656,1939,833,1236,"checksum,crc10,crc16,crc32",
55,6,8142081,burst,26,1,1,1,1,642,2087,2834,1152,"checksum,crc10,crc16,crc32",
55,7,8142081,burst,26,1,1,1,1,2854,1872,1053,1195,"checksum,crc10,crc16,crc32",
55,8,8142081,burst,26,1,1,1,1,1104,1884,482,1330,"checksum,crc10,crc16,crc32",
55,9,8142081,burst,26,1,1,1,1,572,361,336,269,"checksum,crc10,crc16,crc32",
55,10,8142081,burst,26,1,1,1,1,2665,1880,432,1303,"checksum,crc10,crc16,crc32",
56,0,8142082,burst,27,1,1,1,1,2307,5018,4288,4162,"checksum,crc10,crc16,crc32",
56,1,8142082,burst,27,1,1,1,1,523,4419,2141,1919,"checksum,crc10,crc16,crc32",
56,2,8142082,burst,27,1,1,1,1,203,653,2014,225,"checksum,crc10,crc16,crc32",
56,3,8142082,burst,27,1,1,1,1,653,3039,1878,2249,"checksum,crc10,crc16,crc32",
56,4,8142082,burst,27,1,1,1,1,237,2212,3492,1309,"checksum,crc10,crc16,crc32",
